"","Season","TeamName","Tempo","RankTempoSeason","AdjTempo","RankAdjTempoSeason","OE","RankOESeason","AdjOE","RankAdjOESeason","DE","RankDESeason","AdjDE","RankAdjDESeason","AdjEM","RankAdjEM_Season","seed_season","seeding"
"426",2012,"Gonzaga",67.572,135,64.3904,163,109.509,24,111.604,35,93.4641,42,94.5893,34,17.0149,27,"7","high"
"427",2012,"Alabama",63.8917,295,61.5091,292,100.89,155,106.031,111,90.5515,16,89.3714,8,16.6596,28,"9","high"
"428",2012,"Iowa St.",68.0371,111,65.1229,126,107.615,42,112.844,28,98.1541,128,96.3879,60,16.4561,31,"8","high"
"429",2012,"UNLV",69.7249,46,67.7911,33,106.341,57,109.975,56,93.654,45,93.9097,24,16.0655,32,"6","high"
"430",2012,"Purdue",65.5121,235,63.7048,201,110.206,21,116.142,11,100.941,192,100.148,127,15.9933,33,"10","high"
"431",2012,"Temple",68.5678,88,65.2739,124,108.984,28,114.086,21,99.8554,170,98.5508,92,15.5352,35,"5","high"
"432",2012,"Saint Mary's",64.9577,267,62.3728,266,112.819,9,114.424,20,96.5194,87,98.8981,97,15.5262,36,"7","high"
"433",2012,"Cincinnati",64.5657,276,61.9205,278,104.228,95,109.258,61,93.6208,44,94.1152,27,15.1423,37,"6","high"
"434",2012,"Murray St.",66.7636,178,64.2846,170,110.289,20,110.21,51,92.4694,31,95.1414,42,15.069,38,"6","high"
"435",2012,"Connecticut",64.9024,269,62.2672,270,104.789,83,111.126,43,97.9087,120,96.1075,55,15.0185,39,"9","high"
"436",2012,"West Virginia",65.9309,215,63.2691,224,105.415,68,111.599,36,98.4846,138,97.0738,72,14.5249,41,"10","high"
"437",2012,"Notre Dame",62.497,325,59.5561,330,104.73,84,110.251,50,97.0725,100,96.0393,54,14.2112,43,"7","high"
"438",2012,"San Diego St.",67.4402,141,65.1097,128,102.874,115,107.254,90,93.9885,50,94.7608,36,12.4935,51,"6","high"
"439",2012,"Xavier",68.2817,99,65.9384,93,102.486,123,107.588,85,97.7757,119,95.9824,53,11.6059,57,"10","high"
"440",2012,"Southern Miss",65.0437,263,63.0961,237,106.074,60,111.225,41,99.0832,152,99.9599,122,11.2651,64,"9","high"
