Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2014,UTSA,68.1109,104,66.5485,86,99.6112,269,100.893,248,114.695,340,115.569,331,-14.6761,313
2014,Valparaiso,65.613,217,63.405,245,103.721,192,104.229,194,103.1,122,103.726,145,0.502856,163
2014,Vanderbilt,64.3628,275,61.9445,302,99.5429,271,104.09,196,101.249,97,98.6003,59,5.49006,109
2014,VCU,70.3254,31,68.942,22,105.391,155,109.187,106,91.4036,4,89.383,6,19.8037,25
2014,Vermont,63.4993,312,62.0947,299,109.956,59,109.904,92,95.4048,16,99.7432,75,10.1604,75
2014,Villanova,67.6486,119,66.0233,103,113.282,24,116.299,21,96.5019,26,92.6238,12,23.6757,11
2014,Virginia,60.5513,346,59.5187,345,108.991,73,114.765,27,91.6999,7,88.3096,4,26.4551,4
2014,"Virginia Tech",63.6493,303,62.3363,290,97.1134,302,100.103,265,104.396,157,100.779,95,-0.676248,174
2014,VMI,74.4852,2,73.2915,2,110.627,52,108.278,120,109.74,283,112.248,302,-3.97025,210
2014,Wagner,69.1768,60,66.6026,81,102.415,219,98.5672,282,98.1035,40,100.269,84,-1.70148,189
2014,"Wake Forest",67.404,130,66.3742,93,102.8,213,106.569,144,105.328,185,101.581,108,4.98781,117
2014,Washington,68.6645,75,66.7227,76,107.769,97,111.804,62,108.033,252,105.019,168,6.78419,98
2014,"Washington St.",63.0259,325,60.4534,338,96.6171,310,101.718,233,106.979,230,103.56,141,-1.84209,190
2014,"Weber St.",63.8692,291,62.939,263,110.234,57,106.424,149,105.294,182,107.04,213,-0.616502,172
2014,"West Virginia",68.5106,81,66.2902,97,111.878,38,115.486,24,106.562,219,103.201,135,12.2851,58
2014,"Western Carolina",67.8388,112,65.5578,127,105.729,148,103.675,200,106.209,208,109.496,257,-5.82068,237
2014,"Western Illinois",62.1442,340,60.9168,331,95.0068,329,94.127,329,103.119,123,103.187,134,-9.06025,274
2014,"Western Kentucky",66.2842,190,64.4002,190,100.797,252,101.148,242,100.817,87,102.113,114,-0.965489,179
2014,"Western Michigan",66.5288,168,65.1641,151,105.579,151,106.322,152,101.19,94,102.958,130,3.36421,131
2014,"Wichita St.",64.3002,278,63.4556,243,115.872,7,117.774,17,92.4776,11,92.4167,11,25.3572,6
2014,"William & Mary",64.6616,264,63.4594,242,111.644,40,112.569,50,110.578,308,112.446,305,0.123135,166
2014,Winthrop,66.6399,164,64.2779,199,105.757,145,103.197,210,105.423,187,108.61,241,-5.41303,229
2014,Wisconsin,63.3468,315,62.4367,286,115.711,8,121.986,4,100.565,83,96.0993,35,25.8864,5
2014,Wofford,62.2265,339,60.4829,337,103.491,200,100.613,252,100.998,90,102.554,125,-1.94146,192
2014,"Wright St.",65.732,212,63.4258,244,100.928,249,100.417,256,95.9092,22,97.0702,49,3.34689,133
2014,Wyoming,60.3524,348,59.3613,346,104.231,178,105.465,171,101.119,93,100.48,88,4.98508,118
2014,Xavier,65.7062,213,64.2403,202,108.585,80,112.863,46,103.18,127,99.7509,76,13.1123,52
2014,Yale,64.8355,256,63.5137,238,101.77,235,102.791,219,102.578,111,101.497,106,1.29469,153
2014,"Youngstown St.",68.4307,86,65.9901,105,106.896,124,107.935,123,108.328,261,109.269,252,-1.33357,186
